Variable,Index1,Index2,Index3,Value
active_power_discr,12,24,6,0.0
active_power_discr,12,24,7,0.0
active_power_discr,12,24,8,0.0
active_power_discr,12,24,9,0.0
active_power_discr,12,24,10,0.0
active_power_discr,12,24,11,0.0
active_power_discr,12,24,12,0.0
active_power_discr,12,24,13,0.0
active_power_discr,12,24,14,0.0
active_power_discr,12,24,15,0.0
active_power_discr,12,25,1,0.0
active_power_discr,12,25,2,0.0
active_power_discr,12,25,3,0.0
active_power_discr,12,25,4,0.0
active_power_discr,12,25,5,0.0
active_power_discr,12,25,6,0.0
active_power_discr,12,25,7,0.0
active_power_discr,12,25,8,0.0
active_power_discr,12,25,9,0.0
active_power_discr,12,25,10,0.0
active_power_discr,12,25,11,0.0
active_power_discr,12,25,12,0.0
active_power_discr,12,25,13,0.0
active_power_discr,12,25,14,0.0
active_power_discr,12,25,15,0.0
active_power_discr,12,26,1,0.0
active_power_discr,12,26,2,0.0
active_power_discr,12,26,3,0.0
active_power_discr,12,26,4,0.0
active_power_discr,12,26,5,0.0
active_power_discr,12,26,6,0.0
active_power_discr,12,26,7,0.0
active_power_discr,12,26,8,0.0
active_power_discr,12,26,9,0.0
active_power_discr,12,26,10,0.0
active_power_discr,12,26,11,0.0
active_power_discr,12,26,12,0.0
active_power_discr,12,26,13,0.0
active_power_discr,12,26,14,0.0
active_power_discr,12,26,15,0.0
active_power_discr,12,27,1,0.0
active_power_discr,12,27,2,0.0
active_power_discr,12,27,3,0.0
active_power_discr,12,27,4,0.0
active_power_discr,12,27,5,0.0
active_power_discr,12,27,6,0.0
active_power_discr,12,27,7,0.0
active_power_discr,12,27,8,0.0
active_power_discr,12,27,9,0.0
active_power_discr,12,27,10,0.0
active_power_discr,12,27,11,0.0
active_power_discr,12,27,12,0.0
active_power_discr,12,27,13,0.0
active_power_discr,12,27,14,0.0
active_power_discr,12,27,15,0.0
active_power_discr,12,28,1,0.0
active_power_discr,12,28,2,0.0
active_power_discr,12,28,3,0.0
active_power_discr,12,28,4,0.0
active_power_discr,12,28,5,0.0
active_power_discr,12,28,6,0.0
active_power_discr,12,28,7,0.0
active_power_discr,12,28,8,0.0
active_power_discr,12,28,9,0.0
active_power_discr,12,28,10,0.0
active_power_discr,12,28,11,0.0
active_power_discr,12,28,12,0.0
active_power_discr,12,28,13,0.0
active_power_discr,12,28,14,0.0
active_power_discr,12,28,15,0.0
active_power_discr,12,29,1,0.0
active_power_discr,12,29,2,0.0
active_power_discr,12,29,3,0.0
active_power_discr,12,29,4,0.0
active_power_discr,12,29,5,0.0
active_power_discr,12,29,6,0.0
active_power_discr,12,29,7,0.0
active_power_discr,12,29,8,0.0
active_power_discr,12,29,9,0.0
active_power_discr,12,29,10,0.0
active_power_discr,12,29,11,0.0
active_power_discr,12,29,12,0.0
active_power_discr,12,29,13,0.0
active_power_discr,12,29,14,0.0
active_power_discr,12,29,15,0.0
active_power_discr,12,30,1,0.0
active_power_discr,12,30,2,0.0
active_power_discr,12,30,3,0.0
active_power_discr,12,30,4,0.0
active_power_discr,12,30,5,0.0
active_power_discr,12,30,6,0.0
active_power_discr,12,30,7,0.0
active_power_discr,12,30,8,0.0
active_power_discr,12,30,9,0.0
active_power_discr,12,30,10,0.0
active_power_discr,12,30,11,0.0
active_power_discr,12,30,12,0.0
active_power_discr,12,30,13,0.0
active_power_discr,12,30,14,0.0
active_power_discr,12,30,15,0.0
active_power_discr,12,31,1,0.0
active_power_discr,12,31,2,0.0
active_power_discr,12,31,3,0.0
active_power_discr,12,31,4,0.0
active_power_discr,12,31,5,0.0
active_power_discr,12,31,6,0.0
active_power_discr,12,31,7,0.0
active_power_discr,12,31,8,0.0
active_power_discr,12,31,9,0.0
active_power_discr,12,31,10,0.0
active_power_discr,12,31,11,0.0
active_power_discr,12,31,12,0.0
active_power_discr,12,31,13,0.0
active_power_discr,12,31,14,0.0
active_power_discr,12,31,15,0.0
active_power_discr,12,32,1,0.0
active_power_discr,12,32,2,0.0
active_power_discr,12,32,3,0.0
active_power_discr,12,32,4,0.0
active_power_discr,12,32,5,0.0
active_power_discr,12,32,6,0.0
active_power_discr,12,32,7,0.0
active_power_discr,12,32,8,0.0
active_power_discr,12,32,9,0.0
active_power_discr,12,32,10,0.0
active_power_discr,12,32,11,0.0
active_power_discr,12,32,12,0.0
active_power_discr,12,32,13,0.0
active_power_discr,12,32,14,0.0
active_power_discr,12,32,15,0.0
active_power_discr,12,33,1,0.0
active_power_discr,12,33,2,0.0
active_power_discr,12,33,3,0.0
active_power_discr,12,33,4,0.0
active_power_discr,12,33,5,0.0
active_power_discr,12,33,6,0.0
active_power_discr,12,33,7,0.0
active_power_discr,12,33,8,0.0
active_power_discr,12,33,9,0.0
active_power_discr,12,33,10,0.0
active_power_discr,12,33,11,0.0
active_power_discr,12,33,12,0.0
active_power_discr,12,33,13,0.0
active_power_discr,12,33,14,0.0
active_power_discr,12,33,15,0.0
active_power_discr,12,34,1,0.0
active_power_discr,12,34,2,0.0
active_power_discr,12,34,3,0.0
active_power_discr,12,34,4,0.0
active_power_discr,12,34,5,0.0
active_power_discr,12,34,6,0.0
active_power_discr,12,34,7,0.0
active_power_discr,12,34,8,0.0
active_power_discr,12,34,9,0.0
active_power_discr,12,34,10,0.0
active_power_discr,12,34,11,0.0
active_power_discr,12,34,12,0.0
active_power_discr,12,34,13,0.0
active_power_discr,12,34,14,0.0
active_power_discr,12,34,15,0.0
active_power_discr,12,35,1,0.0
active_power_discr,12,35,2,0.0
active_power_discr,12,35,3,0.0
active_power_discr,12,35,4,0.0
active_power_discr,12,35,5,0.0
active_power_discr,12,35,6,0.0
active_power_discr,12,35,7,0.0
active_power_discr,12,35,8,0.0
active_power_discr,12,35,9,0.0
active_power_discr,12,35,10,0.0
active_power_discr,12,35,11,0.0
active_power_discr,12,35,12,0.0
active_power_discr,12,35,13,0.0
active_power_discr,12,35,14,0.0
active_power_discr,12,35,15,0.0
active_power_discr,12,36,1,0.0
active_power_discr,12,36,2,0.0
active_power_discr,12,36,3,0.0
active_power_discr,12,36,4,0.0
active_power_discr,12,36,5,0.0
active_power_discr,12,36,6,0.0
active_power_discr,12,36,7,0.0
active_power_discr,12,36,8,0.0
active_power_discr,12,36,9,0.0
active_power_discr,12,36,10,0.0
active_power_discr,12,36,11,0.0
active_power_discr,12,36,12,0.0
active_power_discr,12,36,13,0.0
active_power_discr,12,36,14,0.0
active_power_discr,12,36,15,0.0
active_power_discr,12,37,1,0.0
active_power_discr,12,37,2,0.0
active_power_discr,12,37,3,0.0
active_power_discr,12,37,4,0.0
active_power_discr,12,37,5,0.0
active_power_discr,12,37,6,0.0
active_power_discr,12,37,7,0.0
active_power_discr,12,37,8,0.0
active_power_discr,12,37,9,0.0
active_power_discr,12,37,10,0.0
active_power_discr,12,37,11,0.0
active_power_discr,12,37,12,0.0
active_power_discr,12,37,13,0.0
active_power_discr,12,37,14,0.0
active_power_discr,12,37,15,0.0
active_power_discr,12,38,1,0.0
active_power_discr,12,38,2,0.0
active_power_discr,12,38,3,0.0
active_power_discr,12,38,4,0.0
active_power_discr,12,38,5,0.0
active_power_discr,12,38,6,0.0
active_power_discr,12,38,7,0.0
active_power_discr,12,38,8,0.0
active_power_discr,12,38,9,0.0
active_power_discr,12,38,10,0.0
active_power_discr,12,38,11,0.0
active_power_discr,12,38,12,0.0
active_power_discr,12,38,13,0.0
active_power_discr,12,38,14,0.0
active_power_discr,12,38,15,0.0
active_power_discr,12,39,1,0.0
active_power_discr,12,39,2,0.0
active_power_discr,12,39,3,0.0
active_power_discr,12,39,4,0.0
active_power_discr,12,39,5,0.0
active_power_discr,12,39,6,0.0
active_power_discr,12,39,7,0.0
active_power_discr,12,39,8,0.0
active_power_discr,12,39,9,0.0
active_power_discr,12,39,10,0.0
active_power_discr,12,39,11,0.0
active_power_discr,12,39,12,0.0
active_power_discr,12,39,13,0.0
active_power_discr,12,39,14,0.0
active_power_discr,12,39,15,0.0
active_power_discr,12,40,1,0.0
active_power_discr,12,40,2,0.0
active_power_discr,12,40,3,0.0
active_power_discr,12,40,4,0.0
active_power_discr,12,40,5,0.0
active_power_discr,12,40,6,0.0
active_power_discr,12,40,7,0.0
active_power_discr,12,40,8,0.0
active_power_discr,12,40,9,0.0
active_power_discr,12,40,10,0.0
active_power_discr,12,40,11,0.0
active_power_discr,12,40,12,0.0
active_power_discr,12,40,13,0.0
active_power_discr,12,40,14,0.0
active_power_discr,12,40,15,0.0
active_power_discr,12,41,1,0.0
active_power_discr,12,41,2,0.0
active_power_discr,12,41,3,0.0
active_power_discr,12,41,4,0.0
active_power_discr,12,41,5,0.0
active_power_discr,12,41,6,0.0
active_power_discr,12,41,7,0.0
active_power_discr,12,41,8,0.0
active_power_discr,12,41,9,0.0
active_power_discr,12,41,10,0.0
active_power_discr,12,41,11,0.0
active_power_discr,12,41,12,0.0
active_power_discr,12,41,13,0.0
active_power_discr,12,41,14,0.0
active_power_discr,12,41,15,0.0
active_power_discr,12,42,1,0.0
active_power_discr,12,42,2,0.0
active_power_discr,12,42,3,0.0
active_power_discr,12,42,4,0.0
active_power_discr,12,42,5,0.0
active_power_discr,12,42,6,0.0
active_power_discr,12,42,7,0.0
active_power_discr,12,42,8,0.0
active_power_discr,12,42,9,0.0
active_power_discr,12,42,10,0.0
active_power_discr,12,42,11,0.0
active_power_discr,12,42,12,0.0
active_power_discr,12,42,13,0.0
active_power_discr,12,42,14,0.0
active_power_discr,12,42,15,0.0
active_power_discr,12,43,1,0.0
active_power_discr,12,43,2,0.0
active_power_discr,12,43,3,0.0
active_power_discr,12,43,4,0.0
active_power_discr,12,43,5,0.0
active_power_discr,12,43,6,0.0
active_power_discr,12,43,7,0.0
active_power_discr,12,43,8,0.0
active_power_discr,12,43,9,0.0
active_power_discr,12,43,10,0.0
active_power_discr,12,43,11,0.0
active_power_discr,12,43,12,0.0
active_power_discr,12,43,13,0.0
active_power_discr,12,43,14,0.0
active_power_discr,12,43,15,0.0
active_power_discr,12,44,1,0.0
active_power_discr,12,44,2,0.0
active_power_discr,12,44,3,0.0
active_power_discr,12,44,4,0.0
active_power_discr,12,44,5,0.0
active_power_discr,12,44,6,0.0
active_power_discr,12,44,7,0.0
active_power_discr,12,44,8,0.0
active_power_discr,12,44,9,0.0
active_power_discr,12,44,10,0.0
active_power_discr,12,44,11,0.0
active_power_discr,12,44,12,0.0
active_power_discr,12,44,13,0.0
active_power_discr,12,44,14,0.0
active_power_discr,12,44,15,0.0
active_power_discr,12,45,1,0.0
active_power_discr,12,45,2,0.0
active_power_discr,12,45,3,0.0
active_power_discr,12,45,4,0.0
active_power_discr,12,45,5,0.011098527762403498
active_power_discr,12,45,6,0.0
active_power_discr,12,45,7,0.0
active_power_discr,12,45,8,0.0
active_power_discr,12,45,9,0.0
active_power_discr,12,45,10,0.0
active_power_discr,12,45,11,0.0
active_power_discr,12,45,12,0.0
active_power_discr,12,45,13,0.0
active_power_discr,12,45,14,0.0
active_power_discr,12,45,15,0.0
active_power_discr,12,46,1,0.0
active_power_discr,12,46,2,0.0
active_power_discr,12,46,3,0.0
active_power_discr,12,46,4,0.0
active_power_discr,12,46,5,0.0
active_power_discr,12,46,6,0.0
active_power_discr,12,46,7,0.0
active_power_discr,12,46,8,0.0
active_power_discr,12,46,9,0.0
active_power_discr,12,46,10,0.0
active_power_discr,12,46,11,0.0
active_power_discr,12,46,12,0.0
active_power_discr,12,46,13,0.0
active_power_discr,12,46,14,0.0
active_power_discr,12,46,15,0.0
active_power_discr,12,47,1,0.0
active_power_discr,12,47,2,0.0
active_power_discr,12,47,3,0.0
active_power_discr,12,47,4,0.0
active_power_discr,12,47,5,0.0
active_power_discr,12,47,6,0.0
active_power_discr,12,47,7,0.0
active_power_discr,12,47,8,0.0
active_power_discr,12,47,9,0.0
active_power_discr,12,47,10,0.0
active_power_discr,12,47,11,0.0
active_power_discr,12,47,12,0.0
active_power_discr,12,47,13,0.0
active_power_discr,12,47,14,0.0
active_power_discr,12,47,15,0.0
active_power_discr,12,48,1,0.0
active_power_discr,12,48,2,0.0
active_power_discr,12,48,3,0.0
active_power_discr,12,48,4,0.0
active_power_discr,12,48,5,0.0
active_power_discr,12,48,6,0.0
active_power_discr,12,48,7,0.0
active_power_discr,12,48,8,0.0
active_power_discr,12,48,9,0.0
active_power_discr,12,48,10,0.0
active_power_discr,12,48,11,0.0
active_power_discr,12,48,12,0.0
active_power_discr,12,48,13,0.0
active_power_discr,12,48,14,0.0
active_power_discr,12,48,15,0.0
active_power_discr,12,49,1,0.0
active_power_discr,12,49,2,0.0
active_power_discr,12,49,3,0.0
active_power_discr,12,49,4,0.0
active_power_discr,12,49,5,0.0
active_power_discr,12,49,6,0.0
active_power_discr,12,49,7,0.0
active_power_discr,12,49,8,0.0
active_power_discr,12,49,9,0.0
active_power_discr,12,49,10,0.0
active_power_discr,12,49,11,0.0
active_power_discr,12,49,12,0.0
active_power_discr,12,49,13,0.0
active_power_discr,12,49,14,0.0
active_power_discr,12,49,15,0.0
active_power_discr,12,50,1,0.0
active_power_discr,12,50,2,0.0
active_power_discr,12,50,3,0.0
active_power_discr,12,50,4,0.0
active_power_discr,12,50,5,0.0
active_power_discr,12,50,6,0.0
active_power_discr,12,50,7,0.0
active_power_discr,12,50,8,0.0
active_power_discr,12,50,9,0.0
active_power_discr,12,50,10,0.0
active_power_discr,12,50,11,0.0
active_power_discr,12,50,12,0.0
active_power_discr,12,50,13,0.0
active_power_discr,12,50,14,0.0
active_power_discr,12,50,15,0.0
active_power_discr,12,51,1,0.0
active_power_discr,12,51,2,0.0
active_power_discr,12,51,3,0.0
active_power_discr,12,51,4,0.0
active_power_discr,12,51,5,0.0
active_power_discr,12,51,6,0.0
active_power_discr,12,51,7,0.0
active_power_discr,12,51,8,0.0
active_power_discr,12,51,9,0.0
active_power_discr,12,51,10,0.0
active_power_discr,12,51,11,0.0
active_power_discr,12,51,12,0.0
active_power_discr,12,51,13,0.0
active_power_discr,12,51,14,0.0
active_power_discr,12,51,15,0.0
active_power_discr,12,52,1,0.0
active_power_discr,12,52,2,0.0
active_power_discr,12,52,3,0.0
active_power_discr,12,52,4,0.0
active_power_discr,12,52,5,0.0
active_power_discr,12,52,6,0.0
active_power_discr,12,52,7,0.0
active_power_discr,12,52,8,0.0
active_power_discr,12,52,9,0.0
active_power_discr,12,52,10,0.0
active_power_discr,12,52,11,0.0
active_power_discr,12,52,12,0.0
active_power_discr,12,52,13,0.0
active_power_discr,12,52,14,0.0
active_power_discr,12,52,15,0.0
active_power_discr,12,53,1,0.0
active_power_discr,12,53,2,0.0
active_power_discr,12,53,3,0.0
active_power_discr,12,53,4,0.0
active_power_discr,12,53,5,0.0
active_power_discr,12,53,6,0.0
active_power_discr,12,53,7,0.0
active_power_discr,12,53,8,0.0
active_power_discr,12,53,9,0.0
active_power_discr,12,53,10,0.0
active_power_discr,12,53,11,0.0
active_power_discr,12,53,12,0.0
active_power_discr,12,53,13,0.0
active_power_discr,12,53,14,0.0
active_power_discr,12,53,15,0.0
active_power_discr,12,54,1,0.0
active_power_discr,12,54,2,0.0
active_power_discr,12,54,3,0.0
active_power_discr,12,54,4,0.0
active_power_discr,12,54,5,0.0
active_power_discr,12,54,6,0.0
active_power_discr,12,54,7,0.0
active_power_discr,12,54,8,0.0
active_power_discr,12,54,9,0.0
active_power_discr,12,54,10,0.0
active_power_discr,12,54,11,0.0
active_power_discr,12,54,12,0.0
active_power_discr,12,54,13,0.0
active_power_discr,12,54,14,0.0
active_power_discr,12,54,15,0.0
active_power_discr,12,55,1,0.0
active_power_discr,12,55,2,0.0
active_power_discr,12,55,3,0.0
active_power_discr,12,55,4,0.0
active_power_discr,12,55,5,0.0
active_power_discr,12,55,6,0.0
active_power_discr,12,55,7,0.0
active_power_discr,12,55,8,0.0
active_power_discr,12,55,9,0.0
active_power_discr,12,55,10,0.0
active_power_discr,12,55,11,0.0
active_power_discr,12,55,12,0.0
active_power_discr,12,55,13,0.0
active_power_discr,12,55,14,0.0
active_power_discr,12,55,15,0.0
active_power_discr,12,56,1,0.0
active_power_discr,12,56,2,0.0
active_power_discr,12,56,3,0.0
active_power_discr,12,56,4,0.0
active_power_discr,12,56,5,0.0
active_power_discr,12,56,6,0.0
active_power_discr,12,56,7,0.0
active_power_discr,12,56,8,0.0
active_power_discr,12,56,9,0.0
active_power_discr,12,56,10,0.0
active_power_discr,12,56,11,0.0
active_power_discr,12,56,12,0.0
active_power_discr,12,56,13,0.0
active_power_discr,12,56,14,0.0
active_power_discr,12,56,15,0.0
active_power_discr,12,57,1,0.0007340601092228377
active_power_discr,12,57,2,0.0
active_power_discr,12,57,3,0.0
active_power_discr,12,57,4,0.0
active_power_discr,12,57,5,0.0
active_power_discr,12,57,6,0.0
active_power_discr,12,57,7,0.0
active_power_discr,12,57,8,0.0
active_power_discr,12,57,9,0.0
active_power_discr,12,57,10,0.0
active_power_discr,12,57,11,0.0
active_power_discr,12,57,12,0.0
active_power_discr,12,57,13,0.0
active_power_discr,12,57,14,0.0
active_power_discr,12,57,15,0.0
active_power_discr,12,58,1,0.0
active_power_discr,12,58,2,0.0
active_power_discr,12,58,3,0.0
active_power_discr,12,58,4,0.0
active_power_discr,12,58,5,0.0
active_power_discr,12,58,6,0.0
active_power_discr,12,58,7,0.0
active_power_discr,12,58,8,0.0
active_power_discr,12,58,9,0.0
active_power_discr,12,58,10,0.0
active_power_discr,12,58,11,0.0
active_power_discr,12,58,12,0.0
active_power_discr,12,58,13,0.0
active_power_discr,12,58,14,0.0
active_power_discr,12,58,15,0.0
active_power_discr,12,59,1,0.0
active_power_discr,12,59,2,0.0
active_power_discr,12,59,3,0.0
active_power_discr,12,59,4,0.0
active_power_discr,12,59,5,0.0
active_power_discr,12,59,6,0.0
active_power_discr,12,59,7,0.0
active_power_discr,12,59,8,0.0
active_power_discr,12,59,9,0.0
active_power_discr,12,59,10,0.0
active_power_discr,12,59,11,0.0
active_power_discr,12,59,12,0.0
active_power_discr,12,59,13,0.0
active_power_discr,12,59,14,0.0
active_power_discr,12,59,15,0.0
reactive_power_discr,1,0,1,0.03441525079494305
reactive_power_discr,1,0,2,0.007834061491303584
reactive_power_discr,1,0,3,0.0
reactive_power_discr,1,0,4,0.0
reactive_power_discr,1,0,5,0.0
reactive_power_discr,1,0,6,0.0
reactive_power_discr,1,0,7,0.0
reactive_power_discr,1,0,8,0.0
reactive_power_discr,1,0,9,0.0
reactive_power_discr,1,0,10,0.0
reactive_power_discr,1,0,11,0.0
reactive_power_discr,1,0,12,0.0
reactive_power_discr,1,0,13,0.0
reactive_power_discr,1,0,14,0.0
reactive_power_discr,1,0,15,0.0
reactive_power_discr,1,1,1,0.0
reactive_power_discr,1,1,2,0.0
reactive_power_discr,1,1,3,0.0
reactive_power_discr,1,1,4,0.0
reactive_power_discr,1,1,5,0.0
reactive_power_discr,1,1,6,0.0
reactive_power_discr,1,1,7,0.0
reactive_power_discr,1,1,8,0.0
reactive_power_discr,1,1,9,0.0
reactive_power_discr,1,1,10,0.0
reactive_power_discr,1,1,11,0.0
reactive_power_discr,1,1,12,0.0
reactive_power_discr,1,1,13,0.0
reactive_power_discr,1,1,14,0.0
reactive_power_discr,1,1,15,0.0
reactive_power_discr,1,2,1,0.0
reactive_power_discr,1,2,2,0.0
reactive_power_discr,1,2,3,0.0
reactive_power_discr,1,2,4,0.0
reactive_power_discr,1,2,5,0.0
reactive_power_discr,1,2,6,0.0
reactive_power_discr,1,2,7,0.0
reactive_power_discr,1,2,8,0.0
reactive_power_discr,1,2,9,0.0
reactive_power_discr,1,2,10,0.0
reactive_power_discr,1,2,11,0.0
reactive_power_discr,1,2,12,0.0
reactive_power_discr,1,2,13,0.0
reactive_power_discr,1,2,14,0.0
reactive_power_discr,1,2,15,0.0
reactive_power_discr,1,3,1,0.0
reactive_power_discr,1,3,2,0.0
reactive_power_discr,1,3,3,0.0
reactive_power_discr,1,3,4,0.0
reactive_power_discr,1,3,5,0.0
reactive_power_discr,1,3,6,0.0
reactive_power_discr,1,3,7,0.0
reactive_power_discr,1,3,8,0.0
reactive_power_discr,1,3,9,0.0
reactive_power_discr,1,3,10,0.0
reactive_power_discr,1,3,11,0.0
reactive_power_discr,1,3,12,0.0
reactive_power_discr,1,3,13,0.0
reactive_power_discr,1,3,14,0.0
reactive_power_discr,1,3,15,0.0
reactive_power_discr,1,4,1,0.0
reactive_power_discr,1,4,2,0.0
reactive_power_discr,1,4,3,0.0
reactive_power_discr,1,4,4,0.0
reactive_power_discr,1,4,5,0.0
reactive_power_discr,1,4,6,0.0
reactive_power_discr,1,4,7,0.0
reactive_power_discr,1,4,8,0.0
reactive_power_discr,1,4,9,0.0
reactive_power_discr,1,4,10,0.0
reactive_power_discr,1,4,11,0.0
reactive_power_discr,1,4,12,0.0
reactive_power_discr,1,4,13,0.0
reactive_power_discr,1,4,14,0.0
reactive_power_discr,1,4,15,0.0
reactive_power_discr,1,5,1,0.0
reactive_power_discr,1,5,2,0.0
reactive_power_discr,1,5,3,0.0
reactive_power_discr,1,5,4,0.0
reactive_power_discr,1,5,5,0.0
reactive_power_discr,1,5,6,0.0
reactive_power_discr,1,5,7,0.0
reactive_power_discr,1,5,8,0.0
reactive_power_discr,1,5,9,0.0
reactive_power_discr,1,5,10,0.0
reactive_power_discr,1,5,11,0.0
reactive_power_discr,1,5,12,0.0
reactive_power_discr,1,5,13,0.0
reactive_power_discr,1,5,14,0.0
reactive_power_discr,1,5,15,0.0
reactive_power_discr,1,6,1,0.0
reactive_power_discr,1,6,2,0.0
reactive_power_discr,1,6,3,0.0
reactive_power_discr,1,6,4,0.0
reactive_power_discr,1,6,5,0.0
reactive_power_discr,1,6,6,0.0
reactive_power_discr,1,6,7,0.0
reactive_power_discr,1,6,8,0.0
reactive_power_discr,1,6,9,0.0
reactive_power_discr,1,6,10,0.0
reactive_power_discr,1,6,11,0.0
reactive_power_discr,1,6,12,0.0
reactive_power_discr,1,6,13,0.0
reactive_power_discr,1,6,14,0.0
reactive_power_discr,1,6,15,0.0
reactive_power_discr,1,7,1,0.03441525079494305
reactive_power_discr,1,7,2,0.013115017232849328
reactive_power_discr,1,7,3,0.0
reactive_power_discr,1,7,4,0.0
reactive_power_discr,1,7,5,0.0
reactive_power_discr,1,7,6,0.0
reactive_power_discr,1,7,7,0.0
reactive_power_discr,1,7,8,0.0
reactive_power_discr,1,7,9,0.0
reactive_power_discr,1,7,10,0.0
reactive_power_discr,1,7,11,0.0
reactive_power_discr,1,7,12,0.0
reactive_power_discr,1,7,13,0.0
reactive_power_discr,1,7,14,0.0
reactive_power_discr,1,7,15,0.0
reactive_power_discr,1,8,1,0.031572023093420984
reactive_power_discr,1,8,2,0.0
reactive_power_discr,1,8,3,0.0
reactive_power_discr,1,8,4,0.0
reactive_power_discr,1,8,5,0.0
reactive_power_discr,1,8,6,0.0
reactive_power_discr,1,8,7,0.0
reactive_power_discr,1,8,8,0.0
reactive_power_discr,1,8,9,0.0
reactive_power_discr,1,8,10,0.0
reactive_power_discr,1,8,11,0.0
reactive_power_discr,1,8,12,0.0
reactive_power_discr,1,8,13,0.0
reactive_power_discr,1,8,14,0.0
reactive_power_discr,1,8,15,0.0
reactive_power_discr,1,9,1,0.0
reactive_power_discr,1,9,2,0.0
reactive_power_discr,1,9,3,0.0
reactive_power_discr,1,9,4,0.0
reactive_power_discr,1,9,5,0.0
reactive_power_discr,1,9,6,0.0
reactive_power_discr,1,9,7,0.0
reactive_power_discr,1,9,8,0.0
reactive_power_discr,1,9,9,0.0
reactive_power_discr,1,9,10,0.0
reactive_power_discr,1,9,11,0.0
reactive_power_discr,1,9,12,0.0
reactive_power_discr,1,9,13,0.0
reactive_power_discr,1,9,14,0.0
reactive_power_discr,1,9,15,0.0
reactive_power_discr,1,10,1,0.0
reactive_power_discr,1,10,2,0.0
reactive_power_discr,1,10,3,0.0
reactive_power_discr,1,10,4,0.0
reactive_power_discr,1,10,5,0.0
reactive_power_discr,1,10,6,0.0
reactive_power_discr,1,10,7,0.0
reactive_power_discr,1,10,8,0.0
reactive_power_discr,1,10,9,0.0
reactive_power_discr,1,10,10,0.0
reactive_power_discr,1,10,11,0.0
reactive_power_discr,1,10,12,0.0
reactive_power_discr,1,10,13,0.0
reactive_power_discr,1,10,14,0.0
reactive_power_discr,1,10,15,0.0
reactive_power_discr,1,11,1,0.0
reactive_power_discr,1,11,2,0.0
reactive_power_discr,1,11,3,0.0
reactive_power_discr,1,11,4,0.0
reactive_power_discr,1,11,5,0.0
reactive_power_discr,1,11,6,0.0
reactive_power_discr,1,11,7,0.0
reactive_power_discr,1,11,8,0.0
reactive_power_discr,1,11,9,0.0
reactive_power_discr,1,11,10,0.0
reactive_power_discr,1,11,11,0.0
reactive_power_discr,1,11,12,0.0
reactive_power_discr,1,11,13,0.0
reactive_power_discr,1,11,14,0.0
reactive_power_discr,1,11,15,0.0
reactive_power_discr,1,12,1,0.0
reactive_power_discr,1,12,2,0.0
reactive_power_discr,1,12,3,0.0
reactive_power_discr,1,12,4,0.0
reactive_power_discr,1,12,5,0.0
reactive_power_discr,1,12,6,0.0
reactive_power_discr,1,12,7,0.0
reactive_power_discr,1,12,8,0.0
reactive_power_discr,1,12,9,0.0
reactive_power_discr,1,12,10,0.0
reactive_power_discr,1,12,11,0.0
reactive_power_discr,1,12,12,0.0
reactive_power_discr,1,12,13,0.0
reactive_power_discr,1,12,14,0.0
reactive_power_discr,1,12,15,0.0
reactive_power_discr,1,13,1,0.0
reactive_power_discr,1,13,2,0.0
reactive_power_discr,1,13,3,0.0
reactive_power_discr,1,13,4,0.0
reactive_power_discr,1,13,5,0.0
reactive_power_discr,1,13,6,0.0
reactive_power_discr,1,13,7,0.0
reactive_power_discr,1,13,8,0.0
reactive_power_discr,1,13,9,0.0
reactive_power_discr,1,13,10,0.0
reactive_power_discr,1,13,11,0.0
reactive_power_discr,1,13,12,0.0
reactive_power_discr,1,13,13,0.0
reactive_power_discr,1,13,14,0.0
reactive_power_discr,1,13,15,0.0
reactive_power_discr,1,14,1,0.0
reactive_power_discr,1,14,2,0.0
reactive_power_discr,1,14,3,0.0
reactive_power_discr,1,14,4,0.0
reactive_power_discr,1,14,5,0.0
reactive_power_discr,1,14,6,0.0
reactive_power_discr,1,14,7,0.0
reactive_power_discr,1,14,8,0.0
reactive_power_discr,1,14,9,0.0
reactive_power_discr,1,14,10,0.0
reactive_power_discr,1,14,11,0.0
reactive_power_discr,1,14,12,0.0
reactive_power_discr,1,14,13,0.0
reactive_power_discr,1,14,14,0.0
reactive_power_discr,1,14,15,0.0
reactive_power_discr,1,15,1,0.0
reactive_power_discr,1,15,2,0.0
reactive_power_discr,1,15,3,0.0
reactive_power_discr,1,15,4,0.0
reactive_power_discr,1,15,5,0.0
reactive_power_discr,1,15,6,0.0
reactive_power_discr,1,15,7,0.0
reactive_power_discr,1,15,8,0.0
reactive_power_discr,1,15,9,0.0
reactive_power_discr,1,15,10,0.0
reactive_power_discr,1,15,11,0.0
reactive_power_discr,1,15,12,0.0
reactive_power_discr,1,15,13,0.0
reactive_power_discr,1,15,14,0.0
reactive_power_discr,1,15,15,0.0
reactive_power_discr,1,16,1,0.0
reactive_power_discr,1,16,2,0.0
reactive_power_discr,1,16,3,0.0
reactive_power_discr,1,16,4,0.0
reactive_power_discr,1,16,5,0.0
reactive_power_discr,1,16,6,0.0
reactive_power_discr,1,16,7,0.0
reactive_power_discr,1,16,8,0.0
reactive_power_discr,1,16,9,0.0
reactive_power_discr,1,16,10,0.0
reactive_power_discr,1,16,11,0.0
reactive_power_discr,1,16,12,0.0
reactive_power_discr,1,16,13,0.0
reactive_power_discr,1,16,14,0.0
reactive_power_discr,1,16,15,0.0
